club,clubLabel,venue,venueLabel,coordinates,country,countryLabel,league,leagueLabel
http://www.wikidata.org/entity/Q16834243,AS Police de Bamako,http://www.wikidata.org/entity/Q3496077,Stade du 26 Mars,Point(-7.921667 12.604444),http://www.wikidata.org/entity/Q912,Mali,http://www.wikidata.org/entity/Q932747,Malian Première Division
http://www.wikidata.org/entity/Q3076514,FC Hiré,http://www.wikidata.org/entity/Q3496147,Stade Municipal d'Abidjan,Point(-4.018889 5.341944),http://www.wikidata.org/entity/Q1008,Ivory Coast,http://www.wikidata.org/entity/Q988698,Ligue 1 (Ivory Coast)
http://www.wikidata.org/entity/Q3443783,RC Daloa,http://www.wikidata.org/entity/Q3496167,Stade Municipal,Point(-6.45677 6.88845),http://www.wikidata.org/entity/Q1008,Ivory Coast,http://www.wikidata.org/entity/Q988698,Ligue 1 (Ivory Coast)
http://www.wikidata.org/entity/Q8076598,Fútbol Club Motagua Reservas,http://www.wikidata.org/entity/Q3496205,Estadio El Birichiche,Point(-87.165318 14.091212),http://www.wikidata.org/entity/Q783,Honduras,http://www.wikidata.org/entity/Q2952931,Torneo de Reservas de la Liga Nacional de Honduras
http://www.wikidata.org/entity/Q3190601,Juventud Retalteca,http://www.wikidata.org/entity/Q3496263,Estadio Dr. Óscar Monterroso Izaguirre,Point(-91.680556 14.54),http://www.wikidata.org/entity/Q774,Guatemala,http://www.wikidata.org/entity/Q1536706,Liga Nacional de Fútbol de Guatemala
http://www.wikidata.org/entity/Q56084793,A.S. Roma Women,http://www.wikidata.org/entity/Q3496273,Stadio Tre Fontane,Point(12.47 41.841111),http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q922935,Serie A
http://www.wikidata.org/entity/Q5424797,FC Abdish-Ata-91,http://www.wikidata.org/entity/Q3496278,Stadion Sportkompleks Abdysh-Ata,Point(74.8681 42.8852),http://www.wikidata.org/entity/Q813,Kyrgyzstan,http://www.wikidata.org/entity/Q1090863,Kyrgyzstan League
http://www.wikidata.org/entity/Q18125732,FK Pljevlja 1997,http://www.wikidata.org/entity/Q3499430,Gradski stadion,Point(19.362245 43.362349),http://www.wikidata.org/entity/Q236,Montenegro,http://www.wikidata.org/entity/Q1425567,Montenegrin Third League
http://www.wikidata.org/entity/Q3510724,NK Dugopolje,http://www.wikidata.org/entity/Q3499835,Stadion Hrvatski vitezovi,Point(16.574167 43.588056),http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q209967,Druga HNL
http://www.wikidata.org/entity/Q1961093,NK Imotski,http://www.wikidata.org/entity/Q3504802,Stadion Gospin dolac,Point(17.2149 43.449367),http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q209967,Druga HNL
http://www.wikidata.org/entity/Q39183,FC Fastav Zlín,http://www.wikidata.org/entity/Q3505464,Letná Stadion,Point(17.669425 49.231311),http://www.wikidata.org/entity/Q213,Czech Republic,http://www.wikidata.org/entity/Q1261184,Czech 2. Liga
http://www.wikidata.org/entity/Q2594277,FC Alay,http://www.wikidata.org/entity/Q3505856,Suyumbayev Stadion,Point(72.8048 40.5207),http://www.wikidata.org/entity/Q813,Kyrgyzstan,http://www.wikidata.org/entity/Q1090863,Kyrgyzstan League
http://www.wikidata.org/entity/Q5424801,FC Ak-Bura Osh,http://www.wikidata.org/entity/Q3505856,Suyumbayev Stadion,Point(72.8048 40.5207),http://www.wikidata.org/entity/Q813,Kyrgyzstan,http://www.wikidata.org/entity/Q1090863,Kyrgyzstan League
http://www.wikidata.org/entity/Q1718768,KK Kvarner,http://www.wikidata.org/entity/Q3507736,Dvorana Mladosti,Point(14.460184 45.330784),http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q2083746,A-1 Liga
http://www.wikidata.org/entity/Q777612,AS Stade Mandji,http://www.wikidata.org/entity/Q3511135,Stade Pierre Claver Divounguy,Point(8.783414 -0.725749),http://www.wikidata.org/entity/Q1000,Gabon,http://www.wikidata.org/entity/Q338121,Gabon Championnat National D1
http://www.wikidata.org/entity/Q3303522,Mbilinga FC,http://www.wikidata.org/entity/Q3511135,Stade Pierre Claver Divounguy,Point(8.783414 -0.725749),http://www.wikidata.org/entity/Q1000,Gabon,http://www.wikidata.org/entity/Q338121,Gabon Championnat National D1
http://www.wikidata.org/entity/Q16834258,AS Solidarité,http://www.wikidata.org/entity/Q3511135,Stade Pierre Claver Divounguy,Point(8.783414 -0.725749),http://www.wikidata.org/entity/Q1000,Gabon,http://www.wikidata.org/entity/Q338121,Gabon Championnat National D1
http://www.wikidata.org/entity/Q16847881,Port-Gentil FC,http://www.wikidata.org/entity/Q3511135,Stade Pierre Claver Divounguy,Point(8.783414 -0.725749),http://www.wikidata.org/entity/Q1000,Gabon,http://www.wikidata.org/entity/Q338121,Gabon Championnat National D1
http://www.wikidata.org/entity/Q1387855,F.C. Vizela,http://www.wikidata.org/entity/Q3514314,Estádio do Futebol Clube de Vizela,Point(-8.30751111 41.38872222),http://www.wikidata.org/entity/Q45,Portugal,http://www.wikidata.org/entity/Q618131,Portuguese Second Division
http://www.wikidata.org/entity/Q740637,C.D. Santa Clara,http://www.wikidata.org/entity/Q3514858,Estádio de São Miguel,Point(-25.622589 37.763708),http://www.wikidata.org/entity/Q45,Portugal,http://www.wikidata.org/entity/Q754488,Segunda Liga
http://www.wikidata.org/entity/Q925147,C.D. Olivais e Moscavide,http://www.wikidata.org/entity/Q3514962,Estádio Alfredo Marques Augusto,Point(-9.103 38.774),http://www.wikidata.org/entity/Q45,Portugal,http://www.wikidata.org/entity/Q754488,Segunda Liga
http://www.wikidata.org/entity/Q1387471,F.C. Penafiel,http://www.wikidata.org/entity/Q3514967,Estádio Municipal 25 de Abril,Point(-8.277919 41.2117),http://www.wikidata.org/entity/Q45,Portugal,http://www.wikidata.org/entity/Q182994,Primeira Liga
http://www.wikidata.org/entity/Q553732,Airbus UK Broughton F.C.,http://www.wikidata.org/entity/Q3519736,The Airfield,Point(-2.981519 53.171492),http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q218555,Welsh Premier League
http://www.wikidata.org/entity/Q2393569,Harrar Beer Bottling F.C.,http://www.wikidata.org/entity/Q3524624,Harrar Bira Stadium,Point(42.1167 9.31667),http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q220907,Ethiopian Premier League
http://www.wikidata.org/entity/Q16846745,Ogaden Anbassa,http://www.wikidata.org/entity/Q3524624,Harrar Bira Stadium,Point(42.1167 9.31667),http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q220907,Ethiopian Premier League
http://www.wikidata.org/entity/Q1513003,Hapoel Acre A.F.C.,http://www.wikidata.org/entity/Q3525082,Acre Municipal Stadium,Point(35.086067 32.907897),http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q477309,Israeli Premier League
http://www.wikidata.org/entity/Q16968392,Red Force FC,http://www.wikidata.org/entity/Q3540624,Tropical Park Stadium,Point(-80.323036 25.730064),http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q19871056,American Premier Soccer League
http://www.wikidata.org/entity/Q18712231,FC Miami City Champions,http://www.wikidata.org/entity/Q3540624,Tropical Park Stadium,Point(-80.323036 25.730064),http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q976491,USL League Two
http://www.wikidata.org/entity/Q7852358,Tulsa Revolution,http://www.wikidata.org/entity/Q3541988,Cox Business Center,Point(-95.997222 36.148889),http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q7247922,Major Arena Soccer League
http://www.wikidata.org/entity/Q963069,FK Berane,http://www.wikidata.org/entity/Q3543974,Gradski stadion,Point(19.866285 42.843342),http://www.wikidata.org/entity/Q236,Montenegro,http://www.wikidata.org/entity/Q325597,Montenegrin Second League
http://www.wikidata.org/entity/Q18085507,FK Radnički Berane,http://www.wikidata.org/entity/Q3543974,Gradski stadion,Point(19.866285 42.843342),http://www.wikidata.org/entity/Q236,Montenegro,http://www.wikidata.org/entity/Q325597,Montenegrin Second League
http://www.wikidata.org/entity/Q733146,Carlstad United BK,http://www.wikidata.org/entity/Q3544001,Tingvalla IP,Point(13.4935 59.386694),http://www.wikidata.org/entity/Q34,Sweden,http://www.wikidata.org/entity/Q959186,Swedish Football Division 1
http://www.wikidata.org/entity/Q1733992,Karlstad BK,http://www.wikidata.org/entity/Q3544001,Tingvalla IP,Point(13.4935 59.386694),http://www.wikidata.org/entity/Q34,Sweden,http://www.wikidata.org/entity/Q1231117,Swedish Football Division 2
http://www.wikidata.org/entity/Q2750451,Vespo,http://www.wikidata.org/entity/Q3544364,Stadion Antonio Trenidat,Point(-68.3298 12.2317),http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q2620916,Bonaire League
http://www.wikidata.org/entity/Q19577725,S.V. Uruguay,http://www.wikidata.org/entity/Q3544364,Stadion Antonio Trenidat,Point(-68.3298 12.2317),http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q2620916,Bonaire League
http://www.wikidata.org/entity/Q2612802,Mosul FC,http://www.wikidata.org/entity/Q3544682,Al Mosul University Stadium,Point(43.115405 36.341039),http://www.wikidata.org/entity/Q796,Iraq,http://www.wikidata.org/entity/Q248512,Iraqi Premier League
http://www.wikidata.org/entity/Q286659,Al-Ahli Club,http://www.wikidata.org/entity/Q3544698,Al Ahli Stadium,Point(50.57472222 26.20583333),http://www.wikidata.org/entity/Q398,Bahrain,http://www.wikidata.org/entity/Q115821,Bahraini Premier League
http://www.wikidata.org/entity/Q824450,Levadiakos F.C.,http://www.wikidata.org/entity/Q3544798,Levadia Municipal Stadium,Point(22.88284444 38.43589722),http://www.wikidata.org/entity/Q41,Greece,http://www.wikidata.org/entity/Q235114,Super League Greece
http://www.wikidata.org/entity/Q585958,CS Pandurii Târgu Jiu,http://www.wikidata.org/entity/Q3544993,Stadionul Tudor Vladimirescu,Point(23.270056 45.043639),http://www.wikidata.org/entity/Q218,Romania,http://www.wikidata.org/entity/Q386384,Liga II
http://www.wikidata.org/entity/Q44307,ND Mura 05,http://www.wikidata.org/entity/Q3545094,Fazanerija City Stadium,Point(16.1575 46.668611),http://www.wikidata.org/entity/Q215,Slovenia,http://www.wikidata.org/entity/Q275005,Slovenian PrvaLiga
http://www.wikidata.org/entity/Q6954548,NK Mura,http://www.wikidata.org/entity/Q3545094,Fazanerija City Stadium,Point(16.1575 46.668611),http://www.wikidata.org/entity/Q215,Slovenia,http://www.wikidata.org/entity/Q275005,Slovenian PrvaLiga
http://www.wikidata.org/entity/Q14428120,ŠD NŠ Mura 05,http://www.wikidata.org/entity/Q3545094,Fazanerija City Stadium,Point(16.1575 46.668611),http://www.wikidata.org/entity/Q215,Slovenia,http://www.wikidata.org/entity/Q2313134,Slovenian Third League
http://www.wikidata.org/entity/Q260189,FC Kolkheti-1913 Poti,http://www.wikidata.org/entity/Q3545125,Fazisi Stadium,Point(41.66555556 42.1425),http://www.wikidata.org/entity/Q230,Georgia,http://www.wikidata.org/entity/Q219007,Umaglesi Liga
http://www.wikidata.org/entity/Q472958,Hindustan Aeronautics Limited S.C.,http://www.wikidata.org/entity/Q3545234,Bangalore Football Stadium,Point(77.611585 12.968866),http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q4855077,Bangalore Super Division
http://www.wikidata.org/entity/Q7568719,South United F.C.,http://www.wikidata.org/entity/Q3545234,Bangalore Football Stadium,Point(77.611585 12.968866),http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q4855077,Bangalore Super Division
http://www.wikidata.org/entity/Q3777233,Shahin F.C.,http://www.wikidata.org/entity/Q3545654,Shahid Shiroudi Stadium,Point(51.4275 35.710278),http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q6066799,Iran Football's 3rd Division
http://www.wikidata.org/entity/Q26543,Horseed FC,http://www.wikidata.org/entity/Q3545656,Banadir Stadium,Point(45.35666667 2.04194444),http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q250638,Somalia League
http://www.wikidata.org/entity/Q3964491,Somali Police FC,http://www.wikidata.org/entity/Q3545656,Banadir Stadium,Point(45.35666667 2.04194444),http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q250638,Somalia League
http://www.wikidata.org/entity/Q6172896,Jeenyo United F.C.,http://www.wikidata.org/entity/Q3545656,Banadir Stadium,Point(45.35666667 2.04194444),http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q250638,Somalia League
http://www.wikidata.org/entity/Q16839870,Gaadiidka FC,http://www.wikidata.org/entity/Q3545656,Banadir Stadium,Point(45.35666667 2.04194444),http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q250638,Somalia League
http://www.wikidata.org/entity/Q16845180,Mogadishu Municipality,http://www.wikidata.org/entity/Q3545656,Banadir Stadium,Point(45.35666667 2.04194444),http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q250638,Somalia League
http://www.wikidata.org/entity/Q16849572,Savana FC,http://www.wikidata.org/entity/Q3545656,Banadir Stadium,Point(45.35666667 2.04194444),http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q250638,Somalia League
http://www.wikidata.org/entity/Q58140059,AC Mogadiscio,http://www.wikidata.org/entity/Q3545656,Banadir Stadium,Point(45.35666667 2.04194444),http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q250638,Somalia League
http://www.wikidata.org/entity/Q5095750,Chicago Power,http://www.wikidata.org/entity/Q3547208,UIC Pavilion,Point(-87.6561 41.8747),http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q126709,National Professional Soccer League
http://www.wikidata.org/entity/Q28129762,Nashville SC U23,http://www.wikidata.org/entity/Q3554494,Vanderbilt Stadium,Point(-86.808888888 36.144166666),http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q976491,USL League Two
http://www.wikidata.org/entity/Q1133584,Toronto Falcons,http://www.wikidata.org/entity/Q3554861,Varsity Stadium,Point(-79.397222222 43.666666666),http://www.wikidata.org/entity/Q16,Canada,http://www.wikidata.org/entity/Q1095556,North American Soccer League
http://www.wikidata.org/entity/Q275626,Larissa F.C.,http://www.wikidata.org/entity/Q3557916,AEL FC Arena,Point(22.39949 39.61561),http://www.wikidata.org/entity/Q41,Greece,http://www.wikidata.org/entity/Q235114,Super League Greece
http://www.wikidata.org/entity/Q426874,Al Dhafra Club,http://www.wikidata.org/entity/Q3607490,Al Dhafra Stadium,Point(53.696686111 23.666627777),http://www.wikidata.org/entity/Q878,United Arab Emirates,http://www.wikidata.org/entity/Q5334350,UAE Football League
http://www.wikidata.org/entity/Q285413,FK Milano Kumanovo,http://www.wikidata.org/entity/Q3624232,Milano Arena,Point(21.7099741 42.1420989),http://www.wikidata.org/entity/Q221,North Macedonia,http://www.wikidata.org/entity/Q6723143,Macedonian Regional Leagues
http://www.wikidata.org/entity/Q18515,Grimsby Town F.C.,http://www.wikidata.org/entity/Q3641228,Blundell Park,Point(-0.046497 53.570225),http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q48837,EFL League Two
http://www.wikidata.org/entity/Q232037,FC Baia Zugdidi,http://www.wikidata.org/entity/Q3649248,Gulia Tutberidze Stadium,Point(41.87388889 42.50888889),http://www.wikidata.org/entity/Q230,Georgia,http://www.wikidata.org/entity/Q219007,Umaglesi Liga
http://www.wikidata.org/entity/Q289343,A.C. Libertas,http://www.wikidata.org/entity/Q3654708,Campo sportivo di Borgo Maggiore,Point(12.4518 43.9351),http://www.wikidata.org/entity/Q238,San Marino,http://www.wikidata.org/entity/Q387662,Campionato Sammarinese di Calcio
http://www.wikidata.org/entity/Q193995,FC Kotayk,http://www.wikidata.org/entity/Q3655326,Abovyan City Stadium,Point(44.635241 40.268409),http://www.wikidata.org/entity/Q399,Armenia,http://www.wikidata.org/entity/Q237181,Armenian Premier League
http://www.wikidata.org/entity/Q280814,Olympiakos Nicosia FC,http://www.wikidata.org/entity/Q3655367,Makario Stadium,Point(33.314444 35.146111),http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q2186582,Cypriot Second Division
http://www.wikidata.org/entity/Q305285,FC SKA Rostov-on-Don,http://www.wikidata.org/entity/Q3655473,SKA SKVO Stadium,Point(39.72777778 47.27166667),http://www.wikidata.org/entity/Q159,Russia,http://www.wikidata.org/entity/Q209955,Russian Professional Football League
http://www.wikidata.org/entity/Q94008,Impuls FC Dilijan,http://www.wikidata.org/entity/Q3655988,Dilijan City Stadium,Point(44.864722 40.739722),http://www.wikidata.org/entity/Q399,Armenia,http://www.wikidata.org/entity/Q237181,Armenian Premier League
http://www.wikidata.org/entity/Q19353,FC Anzhi Makhachkala,http://www.wikidata.org/entity/Q3660718,Khazar Stadium,Point(47.618587 42.907901),http://www.wikidata.org/entity/Q159,Russia,http://www.wikidata.org/entity/Q182165,Russian Premier League
http://www.wikidata.org/entity/Q18508,Braintree Town F.C.,http://www.wikidata.org/entity/Q3697082,Cressing Road,Point(0.572956 51.875322),http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q58916,National League
http://www.wikidata.org/entity/Q7826539,Toronto ThunderHawks,http://www.wikidata.org/entity/Q1366612,Paramount Fine Foods Centre,Point(-79.6535 43.6323),http://www.wikidata.org/entity/Q16,Canada,http://www.wikidata.org/entity/Q126709,National Professional Soccer League
http://www.wikidata.org/entity/Q6048164,Q6048164,http://www.wikidata.org/entity/Q1367845,Eskişehir Atatürk Stadium,Point(30.513833 39.77075),http://www.wikidata.org/entity/Q43,Turkey,http://www.wikidata.org/entity/Q2397581,A2 Ligi
http://www.wikidata.org/entity/Q1142131,Cruz Azul Hidalgo,http://www.wikidata.org/entity/Q1369023,Estadio 10 de Diciembre,Point(-99.32531118 19.99395814),http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q129950,Ascenso MX
http://www.wikidata.org/entity/Q16491652,Cruz Azul Premier,http://www.wikidata.org/entity/Q1369023,Estadio 10 de Diciembre,Point(-99.32531118 19.99395814),http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q1809510,Segunda División de México
http://www.wikidata.org/entity/Q1022923,Club Atlético Gimnasia y Esgrima,http://www.wikidata.org/entity/Q1369047,Estadio 23 de Agosto,Point(-65.290833 -24.198611),http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q9075672,Q9075672
http://www.wikidata.org/entity/Q1322654,Liga Deportiva Alajuelense,http://www.wikidata.org/entity/Q1369050,Estadio Alejandro Morera Soto,Point(-84.208889 10.021667),http://www.wikidata.org/entity/Q800,Costa Rica,http://www.wikidata.org/entity/Q1139408,Costa Rican Primera División
http://www.wikidata.org/entity/Q757418,Atletico  Bucaramanga,http://www.wikidata.org/entity/Q1369057,Estadio Alfonso López,Point(-73.11658889 7.13658889),http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q40068,Primera División
http://www.wikidata.org/entity/Q2134801,Club Atlético 3 de Febrero,http://www.wikidata.org/entity/Q1369069,Estadio Antonio Oddone Sarubbi,Point(-54.611944 -25.526944),http://www.wikidata.org/entity/Q733,Paraguay,http://www.wikidata.org/entity/Q786925,Paraguayan División Intermedia
http://www.wikidata.org/entity/Q5190306,Cruz Azul Reserves,http://www.wikidata.org/entity/Q1369097,Azul Stadium,Point(-99.178225 19.383389),http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q764690,The Liga MX
http://www.wikidata.org/entity/Q853053,Chacarita Juniors,http://www.wikidata.org/entity/Q1369128,Estadio Chacarita Juniors,Point(-58.52816667 -34.56738889),http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q934724,Federal A
http://www.wikidata.org/entity/Q928027,Club de Fútbol Torreón,http://www.wikidata.org/entity/Q1369155,Estadio Corona,Point(-103.403056 25.555),http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q764690,The Liga MX
http://www.wikidata.org/entity/Q1023543,Club de Fútbol Laguna,http://www.wikidata.org/entity/Q1369155,Estadio Corona,Point(-103.403056 25.555),http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q764690,The Liga MX
http://www.wikidata.org/entity/Q6121416,Q6121416,http://www.wikidata.org/entity/Q1369155,Estadio Corona,Point(-103.403056 25.555),http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q129950,Ascenso MX
http://www.wikidata.org/entity/Q1969256,Alianza Fútbol Club,http://www.wikidata.org/entity/Q1369159,Estadio Cuscatlán,Point(-89.222358 13.681089),http://www.wikidata.org/entity/Q792,El Salvador,http://www.wikidata.org/entity/Q1311336,Primera División de El Salvador
http://www.wikidata.org/entity/Q2213359,C.D. Atlético Marte,http://www.wikidata.org/entity/Q1369159,Estadio Cuscatlán,Point(-89.222358 13.681089),http://www.wikidata.org/entity/Q792,El Salvador,http://www.wikidata.org/entity/Q1311336,Primera División de El Salvador
http://www.wikidata.org/entity/Q848642,Club Libertad,http://www.wikidata.org/entity/Q1369179,Estadio Dr. Nicolás Léoz,Point(-57.611039 -25.277846),http://www.wikidata.org/entity/Q733,Paraguay,http://www.wikidata.org/entity/Q954911,Paraguayan Segunda División
http://www.wikidata.org/entity/Q11679560,Q11679560,http://www.wikidata.org/entity/Q1369186,Estadio Diego Armando Maradona,Point(-58.472583 -34.606028),http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q223170,Superliga Argentina
http://www.wikidata.org/entity/Q5260752,Deportivo Pomalca,http://www.wikidata.org/entity/Q1369199,Estadio Elías Aguirre,Point(-79.860833 -6.768333),http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q2742611,Copa Perú
http://www.wikidata.org/entity/Q5774606,Q5774606,http://www.wikidata.org/entity/Q1369199,Estadio Elías Aguirre,Point(-79.860833 -6.768333),http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q2742611,Copa Perú
http://www.wikidata.org/entity/Q6682550,Los Caimanes de Puerto Etén,http://www.wikidata.org/entity/Q1369199,Estadio Elías Aguirre,Point(-79.860833 -6.768333),http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q606652,Peruvian Primera División
http://www.wikidata.org/entity/Q7414711,San Lorenzo de Almagro de Chiclayo,http://www.wikidata.org/entity/Q1369199,Estadio Elías Aguirre,Point(-79.860833 -6.768333),http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q2742611,Copa Perú
http://www.wikidata.org/entity/Q1191655,Deportivo Anzoátegui,http://www.wikidata.org/entity/Q1369220,Estadio José Antonio Anzoátegui,Point(-64.656117 10.180083),http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q1033339,Venezuelan Primera División
http://www.wikidata.org/entity/Q914086,Cerro Porteño,http://www.wikidata.org/entity/Q1369223,Estadio General Pablo Rojas,Point(-57.6375 -25.3),http://www.wikidata.org/entity/Q733,Paraguay,http://www.wikidata.org/entity/Q954911,Paraguayan Segunda División
http://www.wikidata.org/entity/Q2917880,Salamanca CF UDS,http://www.wikidata.org/entity/Q1369248,Estadio El Helmántico,Point(-5.665 40.995278),http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q751826,Segunda División B
http://www.wikidata.org/entity/Q30115818,UD Salamanca B,http://www.wikidata.org/entity/Q1369248,Estadio El Helmántico,Point(-5.665 40.995278),http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q749736,Tercera División
http://www.wikidata.org/entity/Q4736813,Alto Rendimiento Tuzo,http://www.wikidata.org/entity/Q1369255,"Hidalgo Stadium "" the hurricane """,Point(-98.756114 20.105144),http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q1809510,Segunda División de México
http://www.wikidata.org/entity/Q11697260,Pachuca Juniors,http://www.wikidata.org/entity/Q1369255,"Hidalgo Stadium "" the hurricane """,Point(-98.756114 20.105144),http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q1809510,Segunda División de México
http://www.wikidata.org/entity/Q2881798,Fraternidad Tigres,http://www.wikidata.org/entity/Q1369261,Estadio Hernando Siles,Point(-68.122778 -16.499444),http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q2473318,Copa Simón Bolívar
http://www.wikidata.org/entity/Q3681499,Club 31 de Octubre,http://www.wikidata.org/entity/Q1369261,Estadio Hernando Siles,Point(-68.122778 -16.499444),http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q1622667,Primera Liga de Fútbol Profesional Boliviano
http://www.wikidata.org/entity/Q3681504,Chaco Petrolero,http://www.wikidata.org/entity/Q1369261,Estadio Hernando Siles,Point(-68.122778 -16.499444),http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q1622667,Primera Liga de Fútbol Profesional Boliviano
http://www.wikidata.org/entity/Q4671099,Academia de Balompié Boliviano,http://www.wikidata.org/entity/Q1369261,Estadio Hernando Siles,Point(-68.122778 -16.499444),http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q2071844,2011–12 Liga Nacional B
http://www.wikidata.org/entity/Q6156884,Universitario de La Paz,http://www.wikidata.org/entity/Q1369261,Estadio Hernando Siles,Point(-68.122778 -16.499444),http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q1622667,Primera Liga de Fútbol Profesional Boliviano
http://www.wikidata.org/entity/Q21044264,Litoral de Cochabamba,http://www.wikidata.org/entity/Q1369261,Estadio Hernando Siles,Point(-68.122778 -16.499444),http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q1622667,Primera Liga de Fútbol Profesional Boliviano
http://www.wikidata.org/entity/Q2869518,Atlético de San Juan FC,http://www.wikidata.org/entity/Q1369267,Hiram Bithorn Stadium,Point(-66.073055555 18.416666666),http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q2060907,Puerto Rico Soccer League
http://www.wikidata.org/entity/Q4671088,Academia Quintana,http://www.wikidata.org/entity/Q1369267,Hiram Bithorn Stadium,Point(-66.073055555 18.416666666),http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q2060907,Puerto Rico Soccer League
http://www.wikidata.org/entity/Q855401,Júbilo Iwata,http://www.wikidata.org/entity/Q1369275,Yamaha Stadium,Point(137.875006 34.725217),http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q276445,J1 League
http://www.wikidata.org/entity/Q971490,Aldosivi,http://www.wikidata.org/entity/Q1369282,Estadio José María Minella,Point(-57.582333 -38.017944),http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q223170,Superliga Argentina
http://www.wikidata.org/entity/Q4115928,Cadetes de San Martín,http://www.wikidata.org/entity/Q1369282,Estadio José María Minella,Point(-57.582333 -38.017944),http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q5975568,Q5975568
http://www.wikidata.org/entity/Q4737892,Alvarado de Mar del Plata,http://www.wikidata.org/entity/Q1369282,Estadio José María Minella,Point(-57.582333 -38.017944),http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q7826089,Torneo Argentino Β
